date,home_team,away_team,home_goals,away_goals,winner,competition,season,source
2015-04-27,Cleveland Indians,Kansas City Royals,2,6,AWAY_TEAM,MLB,2015,mlb
2015-04-27,Boston Red Sox,Toronto Blue Jays,6,5,HOME_TEAM,MLB,2015,mlb
2015-04-27,New York Yankees,Tampa Bay Rays,4,1,HOME_TEAM,MLB,2015,mlb
2015-04-27,Atlanta Braves,Washington Nationals,8,4,HOME_TEAM,MLB,2015,mlb
2015-04-27,Miami Marlins,New York Mets,1,3,AWAY_TEAM,MLB,2015,mlb
2015-04-27,Cincinnati Reds,Milwaukee Brewers,9,6,HOME_TEAM,MLB,2015,mlb
2015-04-27,Chicago Cubs,Pittsburgh Pirates,4,0,HOME_TEAM,MLB,2015,mlb
2015-04-27,Texas Rangers,Seattle Mariners,1,3,AWAY_TEAM,MLB,2015,mlb
2015-04-27,Minnesota Twins,Detroit Tigers,4,5,AWAY_TEAM,MLB,2015,mlb
2015-04-27,St. Louis Cardinals,Philadelphia Phillies,1,4,AWAY_TEAM,MLB,2015,mlb
2015-04-27,Arizona Diamondbacks,Colorado Rockies,4,5,AWAY_TEAM,MLB,2015,mlb
2015-04-27,San Diego Padres,Houston Astros,4,9,AWAY_TEAM,MLB,2015,mlb
2015-04-27,Los Angeles Dodgers,San Francisco Giants,8,3,HOME_TEAM,MLB,2015,mlb
2015-04-28,Cleveland Indians,Kansas City Royals,5,11,AWAY_TEAM,MLB,2015,mlb
2015-04-28,Boston Red Sox,Toronto Blue Jays,8,11,AWAY_TEAM,MLB,2015,mlb
2015-04-28,New York Yankees,Tampa Bay Rays,4,2,HOME_TEAM,MLB,2015,mlb
2015-04-28,Atlanta Braves,Washington Nationals,12,13,AWAY_TEAM,MLB,2015,mlb
2015-04-28,Miami Marlins,New York Mets,4,3,HOME_TEAM,MLB,2015,mlb
2015-04-28,Cincinnati Reds,Milwaukee Brewers,4,2,HOME_TEAM,MLB,2015,mlb
2015-04-28,Chicago Cubs,Pittsburgh Pirates,6,2,HOME_TEAM,MLB,2015,mlb
2015-04-28,Texas Rangers,Seattle Mariners,1,2,AWAY_TEAM,MLB,2015,mlb
2015-04-28,Minnesota Twins,Detroit Tigers,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-28,St. Louis Cardinals,Philadelphia Phillies,11,5,HOME_TEAM,MLB,2015,mlb
2015-04-28,Arizona Diamondbacks,Colorado Rockies,12,5,HOME_TEAM,MLB,2015,mlb
2015-04-28,Oakland Athletics,Los Angeles Angels,6,2,HOME_TEAM,MLB,2015,mlb
2015-04-28,San Diego Padres,Houston Astros,3,14,AWAY_TEAM,MLB,2015,mlb
2015-04-28,Los Angeles Dodgers,San Francisco Giants,1,2,AWAY_TEAM,MLB,2015,mlb
2015-04-29,Cincinnati Reds,Milwaukee Brewers,3,8,AWAY_TEAM,MLB,2015,mlb
2015-04-29,New York Yankees,Tampa Bay Rays,2,3,AWAY_TEAM,MLB,2015,mlb
2015-04-29,Minnesota Twins,Detroit Tigers,7,10,AWAY_TEAM,MLB,2015,mlb
2015-04-29,Baltimore Orioles,Chicago White Sox,8,2,HOME_TEAM,MLB,2015,mlb
2015-04-29,San Diego Padres,Houston Astros,2,7,AWAY_TEAM,MLB,2015,mlb
2015-04-29,Cleveland Indians,Kansas City Royals,7,5,HOME_TEAM,MLB,2015,mlb
2015-04-29,Boston Red Sox,Toronto Blue Jays,4,1,HOME_TEAM,MLB,2015,mlb
2015-04-29,Atlanta Braves,Washington Nationals,4,13,AWAY_TEAM,MLB,2015,mlb
2015-04-29,Miami Marlins,New York Mets,7,3,HOME_TEAM,MLB,2015,mlb
2015-04-29,Chicago Cubs,Pittsburgh Pirates,1,8,AWAY_TEAM,MLB,2015,mlb
2015-04-29,Texas Rangers,Seattle Mariners,2,5,AWAY_TEAM,MLB,2015,mlb
2015-04-29,St. Louis Cardinals,Philadelphia Phillies,5,2,HOME_TEAM,MLB,2015,mlb
2015-04-29,Arizona Diamondbacks,Colorado Rockies,9,1,HOME_TEAM,MLB,2015,mlb
2015-04-29,Oakland Athletics,Los Angeles Angels,3,6,AWAY_TEAM,MLB,2015,mlb
2015-04-29,Los Angeles Dodgers,San Francisco Giants,7,3,HOME_TEAM,MLB,2015,mlb
2015-04-30,St. Louis Cardinals,Philadelphia Phillies,9,3,HOME_TEAM,MLB,2015,mlb
2015-04-30,Oakland Athletics,Los Angeles Angels,5,6,AWAY_TEAM,MLB,2015,mlb
2015-04-30,New York Mets,Washington Nationals,2,8,AWAY_TEAM,MLB,2015,mlb
2015-04-30,Cleveland Indians,Toronto Blue Jays,1,5,AWAY_TEAM,MLB,2015,mlb
2015-04-30,Atlanta Braves,Cincinnati Reds,1,5,AWAY_TEAM,MLB,2015,mlb
2015-04-30,Kansas City Royals,Detroit Tigers,8,1,HOME_TEAM,MLB,2015,mlb
2015-04-30,Houston Astros,Seattle Mariners,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-30,Minnesota Twins,Chicago White Sox,12,2,HOME_TEAM,MLB,2015,mlb
2015-05-01,Chicago Cubs,Milwaukee Brewers,1,0,HOME_TEAM,MLB,2015,mlb
2015-05-01,Baltimore Orioles,Tampa Bay Rays,0,2,AWAY_TEAM,MLB,2015,mlb
2015-05-01,New York Mets,Washington Nationals,4,0,HOME_TEAM,MLB,2015,mlb
2015-05-01,Cleveland Indians,Toronto Blue Jays,9,4,HOME_TEAM,MLB,2015,mlb
2015-05-01,Miami Marlins,Philadelphia Phillies,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-01,Boston Red Sox,New York Yankees,2,3,AWAY_TEAM,MLB,2015,mlb
2015-05-01,Atlanta Braves,Cincinnati Reds,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-01,Texas Rangers,Oakland Athletics,5,7,AWAY_TEAM,MLB,2015,mlb
2015-05-01,Kansas City Royals,Detroit Tigers,4,1,HOME_TEAM,MLB,2015,mlb
2015-05-01,Houston Astros,Seattle Mariners,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-01,Minnesota Twins,Chicago White Sox,1,0,HOME_TEAM,MLB,2015,mlb
2015-05-01,St. Louis Cardinals,Pittsburgh Pirates,2,1,HOME_TEAM,MLB,2015,mlb
2015-05-01,Los Angeles Dodgers,Arizona Diamondbacks,8,0,HOME_TEAM,MLB,2015,mlb
2015-05-01,San Diego Padres,Colorado Rockies,14,3,HOME_TEAM,MLB,2015,mlb
2015-05-01,San Francisco Giants,Los Angeles Angels,3,2,HOME_TEAM,MLB,2015,mlb
2015-05-02,Boston Red Sox,New York Yankees,2,4,AWAY_TEAM,MLB,2015,mlb
2015-05-02,Minnesota Twins,Chicago White Sox,5,3,HOME_TEAM,MLB,2015,mlb
2015-05-02,St. Louis Cardinals,Pittsburgh Pirates,2,1,HOME_TEAM,MLB,2015,mlb
2015-05-02,Chicago Cubs,Milwaukee Brewers,1,6,AWAY_TEAM,MLB,2015,mlb
2015-05-02,San Francisco Giants,Los Angeles Angels,5,4,HOME_TEAM,MLB,2015,mlb
2015-05-02,Cleveland Indians,Toronto Blue Jays,4,11,AWAY_TEAM,MLB,2015,mlb
2015-05-02,Miami Marlins,Philadelphia Phillies,7,0,HOME_TEAM,MLB,2015,mlb
2015-05-02,Baltimore Orioles,Tampa Bay Rays,4,0,HOME_TEAM,MLB,2015,mlb
2015-05-02,Kansas City Royals,Detroit Tigers,1,2,AWAY_TEAM,MLB,2015,mlb
2015-05-02,New York Mets,Washington Nationals,0,1,AWAY_TEAM,MLB,2015,mlb
2015-05-02,Houston Astros,Seattle Mariners,11,4,HOME_TEAM,MLB,2015,mlb
2015-05-02,Atlanta Braves,Cincinnati Reds,4,8,AWAY_TEAM,MLB,2015,mlb
2015-05-02,Texas Rangers,Oakland Athletics,8,7,HOME_TEAM,MLB,2015,mlb
2015-05-02,San Diego Padres,Colorado Rockies,4,2,HOME_TEAM,MLB,2015,mlb
2015-05-02,Los Angeles Dodgers,Arizona Diamondbacks,6,4,HOME_TEAM,MLB,2015,mlb
2015-05-03,New York Mets,Washington Nationals,0,1,AWAY_TEAM,MLB,2015,mlb
2015-05-03,Cleveland Indians,Toronto Blue Jays,10,7,HOME_TEAM,MLB,2015,mlb
2015-05-03,Miami Marlins,Philadelphia Phillies,2,6,AWAY_TEAM,MLB,2015,mlb
2015-05-03,Baltimore Orioles,Tampa Bay Rays,4,2,HOME_TEAM,MLB,2015,mlb
2015-05-03,Atlanta Braves,Cincinnati Reds,5,0,HOME_TEAM,MLB,2015,mlb
2015-05-03,Kansas City Royals,Detroit Tigers,4,6,AWAY_TEAM,MLB,2015,mlb
2015-05-03,Houston Astros,Seattle Mariners,7,6,HOME_TEAM,MLB,2015,mlb
2015-05-03,Minnesota Twins,Chicago White Sox,13,3,HOME_TEAM,MLB,2015,mlb
2015-05-03,St. Louis Cardinals,Pittsburgh Pirates,3,2,HOME_TEAM,MLB,2015,mlb
2015-05-03,Chicago Cubs,Milwaukee Brewers,3,5,AWAY_TEAM,MLB,2015,mlb
2015-05-03,Texas Rangers,Oakland Athletics,1,7,AWAY_TEAM,MLB,2015,mlb
2015-05-03,San Francisco Giants,Los Angeles Angels,5,0,HOME_TEAM,MLB,2015,mlb
2015-05-03,Los Angeles Dodgers,Arizona Diamondbacks,1,0,HOME_TEAM,MLB,2015,mlb
2015-05-03,San Diego Padres,Colorado Rockies,8,6,HOME_TEAM,MLB,2015,mlb
2015-05-03,Boston Red Sox,New York Yankees,5,8,AWAY_TEAM,MLB,2015,mlb
2015-05-04,Washington Nationals,Miami Marlins,6,4,HOME_TEAM,MLB,2015,mlb
2015-05-04,Toronto Blue Jays,New York Yankees,3,1,HOME_TEAM,MLB,2015,mlb
2015-05-04,Boston Red Sox,Tampa Bay Rays,1,5,AWAY_TEAM,MLB,2015,mlb
2015-05-04,Atlanta Braves,Philadelphia Phillies,2,5,AWAY_TEAM,MLB,2015,mlb
2015-05-04,Milwaukee Brewers,Los Angeles Dodgers,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-04,St. Louis Cardinals,Chicago Cubs,10,9,HOME_TEAM,MLB,2015,mlb
2015-05-04,Houston Astros,Texas Rangers,1,2,AWAY_TEAM,MLB,2015,mlb
2015-05-04,Minnesota Twins,Oakland Athletics,8,7,HOME_TEAM,MLB,2015,mlb
2015-05-04,Los Angeles Angels,Seattle Mariners,2,3,AWAY_TEAM,MLB,2015,mlb
2015-05-04,San Francisco Giants,San Diego Padres,2,0,HOME_TEAM,MLB,2015,mlb
2015-05-05,Pittsburgh Pirates,Cincinnati Reds,1,7,AWAY_TEAM,MLB,2015,mlb
2015-05-05,Washington Nationals,Miami Marlins,1,2,AWAY_TEAM,MLB,2015,mlb
2015-05-05,Toronto Blue Jays,New York Yankees,3,6,AWAY_TEAM,MLB,2015,mlb
2015-05-05,New York Mets,Baltimore Orioles,3,2,HOME_TEAM,MLB,2015,mlb
2015-05-05,Boston Red Sox,Tampa Bay Rays,2,0,HOME_TEAM,MLB,2015,mlb
2015-05-05,Atlanta Braves,Philadelphia Phillies,9,0,HOME_TEAM,MLB,2015,mlb
2015-05-05,Kansas City Royals,Cleveland Indians,5,3,HOME_TEAM,MLB,2015,mlb
2015-05-05,Houston Astros,Texas Rangers,1,7,AWAY_TEAM,MLB,2015,mlb
2015-05-05,Minnesota Twins,Oakland Athletics,1,2,AWAY_TEAM,MLB,2015,mlb
2015-05-05,Chicago White Sox,Detroit Tigers,5,2,HOME_TEAM,MLB,2015,mlb
2015-05-05,Milwaukee Brewers,Los Angeles Dodgers,2,8,AWAY_TEAM,MLB,2015,mlb
2015-05-05,St. Louis Cardinals,Chicago Cubs,7,4,HOME_TEAM,MLB,2015,mlb
2015-05-05,Los Angeles Angels,Seattle Mariners,5,4,HOME_TEAM,MLB,2015,mlb
2015-05-05,San Francisco Giants,San Diego Padres,6,0,HOME_TEAM,MLB,2015,mlb
2015-05-06,Washington Nationals,Miami Marlins,7,5,HOME_TEAM,MLB,2015,mlb
2015-05-06,Colorado Rockies,Arizona Diamondbacks,7,13,AWAY_TEAM,MLB,2015,mlb
2015-05-06,Colorado Rockies,Arizona Diamondbacks,1,5,AWAY_TEAM,MLB,2015,mlb
2015-05-06,San Francisco Giants,San Diego Padres,1,9,AWAY_TEAM,MLB,2015,mlb
2015-05-06,Pittsburgh Pirates,Cincinnati Reds,0,3,AWAY_TEAM,MLB,2015,mlb
2015-05-06,Toronto Blue Jays,New York Yankees,5,1,HOME_TEAM,MLB,2015,mlb
2015-05-06,New York Mets,Baltimore Orioles,5,1,HOME_TEAM,MLB,2015,mlb
2015-05-06,Boston Red Sox,Tampa Bay Rays,3,5,AWAY_TEAM,MLB,2015,mlb
2015-05-06,Atlanta Braves,Philadelphia Phillies,7,5,HOME_TEAM,MLB,2015,mlb
2015-05-06,Kansas City Royals,Cleveland Indians,3,10,AWAY_TEAM,MLB,2015,mlb
2015-05-06,Houston Astros,Texas Rangers,3,11,AWAY_TEAM,MLB,2015,mlb
2015-05-06,Minnesota Twins,Oakland Athletics,13,0,HOME_TEAM,MLB,2015,mlb
2015-05-06,Chicago White Sox,Detroit Tigers,7,6,HOME_TEAM,MLB,2015,mlb
2015-05-06,Milwaukee Brewers,Los Angeles Dodgers,6,3,HOME_TEAM,MLB,2015,mlb
2015-05-06,St. Louis Cardinals,Chicago Cubs,5,6,AWAY_TEAM,MLB,2015,mlb
2015-05-06,Los Angeles Angels,Seattle Mariners,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-07,Minnesota Twins,Oakland Athletics,6,5,HOME_TEAM,MLB,2015,mlb
2015-05-07,Milwaukee Brewers,Los Angeles Dodgers,4,14,AWAY_TEAM,MLB,2015,mlb
2015-05-07,St. Louis Cardinals,Chicago Cubs,5,1,HOME_TEAM,MLB,2015,mlb
2015-05-07,Kansas City Royals,Cleveland Indians,7,4,HOME_TEAM,MLB,2015,mlb
2015-05-07,Chicago White Sox,Detroit Tigers,1,4,AWAY_TEAM,MLB,2015,mlb
2015-05-07,Pittsburgh Pirates,Cincinnati Reds,7,2,HOME_TEAM,MLB,2015,mlb
2015-05-07,New York Yankees,Baltimore Orioles,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-07,Tampa Bay Rays,Texas Rangers,4,5,AWAY_TEAM,MLB,2015,mlb
2015-05-07,Arizona Diamondbacks,San Diego Padres,11,0,HOME_TEAM,MLB,2015,mlb
2015-05-07,Los Angeles Angels,Houston Astros,2,3,AWAY_TEAM,MLB,2015,mlb
2015-05-07,San Francisco Giants,Miami Marlins,2,7,AWAY_TEAM,MLB,2015,mlb
2015-05-08,Pittsburgh Pirates,St. Louis Cardinals,5,8,AWAY_TEAM,MLB,2015,mlb
2015-05-08,Philadelphia Phillies,New York Mets,3,1,HOME_TEAM,MLB,2015,mlb
2015-05-08,Washington Nationals,Atlanta Braves,9,2,HOME_TEAM,MLB,2015,mlb
2015-05-08,New York Yankees,Baltimore Orioles,5,4,HOME_TEAM,MLB,2015,mlb
2015-05-08,Toronto Blue Jays,Boston Red Sox,7,0,HOME_TEAM,MLB,2015,mlb
2015-05-08,Detroit Tigers,Kansas City Royals,6,5,HOME_TEAM,MLB,2015,mlb
2015-05-08,Tampa Bay Rays,Texas Rangers,8,2,HOME_TEAM,MLB,2015,mlb
2015-05-08,Cleveland Indians,Minnesota Twins,3,9,AWAY_TEAM,MLB,2015,mlb
2015-05-08,Milwaukee Brewers,Chicago Cubs,6,7,AWAY_TEAM,MLB,2015,mlb
2015-05-08,Colorado Rockies,Los Angeles Dodgers,1,2,AWAY_TEAM,MLB,2015,mlb
2015-05-08,Arizona Diamondbacks,San Diego Padres,5,6,AWAY_TEAM,MLB,2015,mlb
2015-05-08,Los Angeles Angels,Houston Astros,2,0,HOME_TEAM,MLB,2015,mlb
2015-05-08,Seattle Mariners,Oakland Athletics,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-08,San Francisco Giants,Miami Marlins,6,0,HOME_TEAM,MLB,2015,mlb
2015-05-09,New York Yankees,Baltimore Orioles,2,6,AWAY_TEAM,MLB,2015,mlb
2015-05-09,Toronto Blue Jays,Boston Red Sox,7,1,HOME_TEAM,MLB,2015,mlb
2015-05-09,Detroit Tigers,Kansas City Royals,2,6,AWAY_TEAM,MLB,2015,mlb
2015-05-09,Washington Nationals,Atlanta Braves,8,6,HOME_TEAM,MLB,2015,mlb
2015-05-09,Cleveland Indians,Minnesota Twins,4,7,AWAY_TEAM,MLB,2015,mlb
2015-05-09,Chicago White Sox,Cincinnati Reds,4,10,AWAY_TEAM,MLB,2015,mlb
2015-05-09,Chicago White Sox,Cincinnati Reds,8,2,HOME_TEAM,MLB,2015,mlb
2015-05-09,Tampa Bay Rays,Texas Rangers,7,2,HOME_TEAM,MLB,2015,mlb
2015-05-09,Pittsburgh Pirates,St. Louis Cardinals,7,5,HOME_TEAM,MLB,2015,mlb
2015-05-09,Philadelphia Phillies,New York Mets,2,3,AWAY_TEAM,MLB,2015,mlb
2015-05-09,Milwaukee Brewers,Chicago Cubs,12,4,HOME_TEAM,MLB,2015,mlb
2015-05-09,Arizona Diamondbacks,San Diego Padres,4,6,AWAY_TEAM,MLB,2015,mlb
2015-05-09,Los Angeles Angels,Houston Astros,5,6,AWAY_TEAM,MLB,2015,mlb
2015-05-09,San Francisco Giants,Miami Marlins,2,6,AWAY_TEAM,MLB,2015,mlb
2015-05-09,Seattle Mariners,Oakland Athletics,7,2,HOME_TEAM,MLB,2015,mlb
2015-05-10,New York Yankees,Baltimore Orioles,6,2,HOME_TEAM,MLB,2015,mlb
2015-05-10,Toronto Blue Jays,Boston Red Sox,3,6,AWAY_TEAM,MLB,2015,mlb
2015-05-10,Tampa Bay Rays,Texas Rangers,1,2,AWAY_TEAM,MLB,2015,mlb
2015-05-10,Cleveland Indians,Minnesota Twins,8,2,HOME_TEAM,MLB,2015,mlb
2015-05-10,Pittsburgh Pirates,St. Louis Cardinals,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-10,Philadelphia Phillies,New York Mets,4,7,AWAY_TEAM,MLB,2015,mlb
2015-05-10,Washington Nationals,Atlanta Braves,5,4,HOME_TEAM,MLB,2015,mlb
2015-05-10,Chicago White Sox,Cincinnati Reds,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-10,Milwaukee Brewers,Chicago Cubs,3,2,HOME_TEAM,MLB,2015,mlb
2015-05-10,Los Angeles Angels,Houston Astros,3,1,HOME_TEAM,MLB,2015,mlb
2015-05-10,San Francisco Giants,Miami Marlins,3,2,HOME_TEAM,MLB,2015,mlb
2015-05-10,Colorado Rockies,Los Angeles Dodgers,5,9,AWAY_TEAM,MLB,2015,mlb
2015-05-10,Arizona Diamondbacks,San Diego Padres,2,1,HOME_TEAM,MLB,2015,mlb
2015-05-10,Seattle Mariners,Oakland Athletics,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-10,Detroit Tigers,Kansas City Royals,1,2,AWAY_TEAM,MLB,2015,mlb
2015-05-11,Baltimore Orioles,Toronto Blue Jays,5,2,HOME_TEAM,MLB,2015,mlb
2015-05-11,Philadelphia Phillies,Pittsburgh Pirates,3,4,AWAY_TEAM,MLB,2015,mlb
2015-05-11,Cincinnati Reds,Atlanta Braves,1,2,AWAY_TEAM,MLB,2015,mlb
2015-05-11,Tampa Bay Rays,New York Yankees,5,11,AWAY_TEAM,MLB,2015,mlb
2015-05-11,Milwaukee Brewers,Chicago White Sox,10,7,HOME_TEAM,MLB,2015,mlb
2015-05-11,Chicago Cubs,New York Mets,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-11,Texas Rangers,Kansas City Royals,8,2,HOME_TEAM,MLB,2015,mlb
2015-05-11,Arizona Diamondbacks,Washington Nationals,1,11,AWAY_TEAM,MLB,2015,mlb
2015-05-11,Oakland Athletics,Boston Red Sox,4,5,AWAY_TEAM,MLB,2015,mlb
2015-05-11,Los Angeles Dodgers,Miami Marlins,5,3,HOME_TEAM,MLB,2015,mlb
2015-05-12,Cleveland Indians,St. Louis Cardinals,3,8,AWAY_TEAM,MLB,2015,mlb
2015-05-12,Baltimore Orioles,Toronto Blue Jays,2,10,AWAY_TEAM,MLB,2015,mlb
2015-05-12,Philadelphia Phillies,Pittsburgh Pirates,2,7,AWAY_TEAM,MLB,2015,mlb
2015-05-12,Detroit Tigers,Minnesota Twins,2,1,HOME_TEAM,MLB,2015,mlb
2015-05-12,Cincinnati Reds,Atlanta Braves,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-12,Tampa Bay Rays,New York Yankees,4,2,HOME_TEAM,MLB,2015,mlb
2015-05-12,Chicago Cubs,New York Mets,6,1,HOME_TEAM,MLB,2015,mlb
2015-05-12,Texas Rangers,Kansas City Royals,6,7,AWAY_TEAM,MLB,2015,mlb
2015-05-12,Houston Astros,San Francisco Giants,1,8,AWAY_TEAM,MLB,2015,mlb
2015-05-12,Milwaukee Brewers,Chicago White Sox,2,4,AWAY_TEAM,MLB,2015,mlb
2015-05-12,Arizona Diamondbacks,Washington Nationals,14,6,HOME_TEAM,MLB,2015,mlb
2015-05-12,Los Angeles Angels,Colorado Rockies,5,2,HOME_TEAM,MLB,2015,mlb
2015-05-12,Oakland Athletics,Boston Red Sox,9,2,HOME_TEAM,MLB,2015,mlb
2015-05-12,Seattle Mariners,San Diego Padres,11,4,HOME_TEAM,MLB,2015,mlb
2015-05-12,Los Angeles Dodgers,Miami Marlins,11,1,HOME_TEAM,MLB,2015,mlb
2015-05-13,Oakland Athletics,Boston Red Sox,0,2,AWAY_TEAM,MLB,2015,mlb
2015-05-13,Arizona Diamondbacks,Washington Nationals,6,9,AWAY_TEAM,MLB,2015,mlb
2015-05-13,Cleveland Indians,St. Louis Cardinals,2,0,HOME_TEAM,MLB,2015,mlb
2015-05-13,Baltimore Orioles,Toronto Blue Jays,6,1,HOME_TEAM,MLB,2015,mlb
2015-05-13,Philadelphia Phillies,Pittsburgh Pirates,3,2,HOME_TEAM,MLB,2015,mlb
2015-05-13,Detroit Tigers,Minnesota Twins,2,6,AWAY_TEAM,MLB,2015,mlb
2015-05-13,Cincinnati Reds,Atlanta Braves,5,1,HOME_TEAM,MLB,2015,mlb
2015-05-13,Tampa Bay Rays,New York Yankees,3,2,HOME_TEAM,MLB,2015,mlb
2015-05-13,Los Angeles Dodgers,Miami Marlins,4,5,AWAY_TEAM,MLB,2015,mlb
2015-05-13,Chicago Cubs,New York Mets,2,1,HOME_TEAM,MLB,2015,mlb
2015-05-13,Texas Rangers,Kansas City Royals,5,2,HOME_TEAM,MLB,2015,mlb
2015-05-13,Houston Astros,San Francisco Giants,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-13,Milwaukee Brewers,Chicago White Sox,2,4,AWAY_TEAM,MLB,2015,mlb
2015-05-13,Los Angeles Angels,Colorado Rockies,2,1,HOME_TEAM,MLB,2015,mlb
2015-05-13,Seattle Mariners,San Diego Padres,2,4,AWAY_TEAM,MLB,2015,mlb
2015-05-14,Cleveland Indians,St. Louis Cardinals,1,2,AWAY_TEAM,MLB,2015,mlb
2015-05-14,Philadelphia Phillies,Pittsburgh Pirates,4,2,HOME_TEAM,MLB,2015,mlb
2015-05-14,Detroit Tigers,Minnesota Twins,13,1,HOME_TEAM,MLB,2015,mlb
2015-05-14,Texas Rangers,Kansas City Royals,3,6,AWAY_TEAM,MLB,2015,mlb
2015-05-14,Chicago Cubs,New York Mets,6,5,HOME_TEAM,MLB,2015,mlb
2015-05-14,Cincinnati Reds,San Francisco Giants,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-14,Tampa Bay Rays,New York Yankees,6,1,HOME_TEAM,MLB,2015,mlb
2015-05-14,Houston Astros,Toronto Blue Jays,6,4,HOME_TEAM,MLB,2015,mlb
2015-05-14,Los Angeles Dodgers,Colorado Rockies,4,5,AWAY_TEAM,MLB,2015,mlb
2015-05-14,San Diego Padres,Washington Nationals,8,3,HOME_TEAM,MLB,2015,mlb
2015-05-14,Seattle Mariners,Boston Red Sox,1,2,AWAY_TEAM,MLB,2015,mlb
2015-05-15,Chicago Cubs,Pittsburgh Pirates,11,10,HOME_TEAM,MLB,2015,mlb
2015-05-15,Baltimore Orioles,Los Angeles Angels,1,3,AWAY_TEAM,MLB,2015,mlb
2015-05-15,Philadelphia Phillies,Arizona Diamondbacks,4,3,HOME_TEAM,MLB,2015,mlb
2015-05-15,Cincinnati Reds,San Francisco Giants,2,10,AWAY_TEAM,MLB,2015,mlb
2015-05-15,Miami Marlins,Atlanta Braves,3,5,AWAY_TEAM,MLB,2015,mlb
2015-05-15,New York Mets,Milwaukee Brewers,0,7,AWAY_TEAM,MLB,2015,mlb
2015-05-15,Texas Rangers,Cleveland Indians,3,8,AWAY_TEAM,MLB,2015,mlb
2015-05-15,Houston Astros,Toronto Blue Jays,8,4,HOME_TEAM,MLB,2015,mlb
2015-05-15,Minnesota Twins,Tampa Bay Rays,3,2,HOME_TEAM,MLB,2015,mlb
2015-05-15,Kansas City Royals,New York Yankees,12,1,HOME_TEAM,MLB,2015,mlb
2015-05-15,St. Louis Cardinals,Detroit Tigers,4,10,AWAY_TEAM,MLB,2015,mlb
2015-05-15,Oakland Athletics,Chicago White Sox,6,7,AWAY_TEAM,MLB,2015,mlb
2015-05-15,Los Angeles Dodgers,Colorado Rockies,6,4,HOME_TEAM,MLB,2015,mlb
2015-05-15,San Diego Padres,Washington Nationals,0,10,AWAY_TEAM,MLB,2015,mlb
2015-05-15,Seattle Mariners,Boston Red Sox,2,1,HOME_TEAM,MLB,2015,mlb
2015-05-16,Miami Marlins,Atlanta Braves,3,5,AWAY_TEAM,MLB,2015,mlb
2015-05-16,Minnesota Twins,Tampa Bay Rays,6,4,HOME_TEAM,MLB,2015,mlb
2015-05-16,St. Louis Cardinals,Detroit Tigers,3,4,AWAY_TEAM,MLB,2015,mlb
2015-05-16,Chicago Cubs,Pittsburgh Pirates,4,1,HOME_TEAM,MLB,2015,mlb
2015-05-16,Baltimore Orioles,Los Angeles Angels,1,6,AWAY_TEAM,MLB,2015,mlb
2015-05-16,Philadelphia Phillies,Arizona Diamondbacks,7,5,HOME_TEAM,MLB,2015,mlb
2015-05-16,Cincinnati Reds,San Francisco Giants,2,11,AWAY_TEAM,MLB,2015,mlb
2015-05-16,Houston Astros,Toronto Blue Jays,6,5,HOME_TEAM,MLB,2015,mlb
2015-05-16,Kansas City Royals,New York Yankees,1,5,AWAY_TEAM,MLB,2015,mlb
2015-05-16,New York Mets,Milwaukee Brewers,14,1,HOME_TEAM,MLB,2015,mlb
2015-05-16,Texas Rangers,Cleveland Indians,8,10,AWAY_TEAM,MLB,2015,mlb
2015-05-16,San Diego Padres,Washington Nationals,1,4,AWAY_TEAM,MLB,2015,mlb
2015-05-16,Oakland Athletics,Chicago White Sox,3,4,AWAY_TEAM,MLB,2015,mlb
2015-05-16,Los Angeles Dodgers,Colorado Rockies,1,7,AWAY_TEAM,MLB,2015,mlb
2015-05-16,Seattle Mariners,Boston Red Sox,2,4,AWAY_TEAM,MLB,2015,mlb
2015-05-17,Cincinnati Reds,San Francisco Giants,8,9,AWAY_TEAM,MLB,2015,mlb
2015-05-17,Miami Marlins,Atlanta Braves,0,6,AWAY_TEAM,MLB,2015,mlb
2015-05-17,New York Mets,Milwaukee Brewers,5,1,HOME_TEAM,MLB,2015,mlb
2015-05-17,Baltimore Orioles,Los Angeles Angels,3,0,HOME_TEAM,MLB,2015,mlb
2015-05-17,Philadelphia Phillies,Arizona Diamondbacks,6,0,HOME_TEAM,MLB,2015,mlb
2015-05-17,Houston Astros,Toronto Blue Jays,4,2,HOME_TEAM,MLB,2015,mlb
2015-05-17,Minnesota Twins,Tampa Bay Rays,3,11,AWAY_TEAM,MLB,2015,mlb
