date,home_team,away_team,home_goals,away_goals,winner,competition,season,source
2017-07-26,St. Louis Cardinals,Colorado Rockies,10,5,HOME_TEAM,MLB,2017,mlb
2017-07-26,San Diego Padres,New York Mets,6,3,HOME_TEAM,MLB,2017,mlb
2017-07-26,Los Angeles Dodgers,Minnesota Twins,6,5,HOME_TEAM,MLB,2017,mlb
2017-07-27,Washington Nationals,Milwaukee Brewers,15,2,HOME_TEAM,MLB,2017,mlb
2017-07-27,Cleveland Indians,Los Angeles Angels,2,1,HOME_TEAM,MLB,2017,mlb
2017-07-27,Toronto Blue Jays,Oakland Athletics,8,4,HOME_TEAM,MLB,2017,mlb
2017-07-27,New York Yankees,Tampa Bay Rays,6,5,HOME_TEAM,MLB,2017,mlb
2017-07-27,Miami Marlins,Cincinnati Reds,4,1,HOME_TEAM,MLB,2017,mlb
2017-07-27,St. Louis Cardinals,Arizona Diamondbacks,0,4,AWAY_TEAM,MLB,2017,mlb
2017-07-27,Chicago White Sox,Chicago Cubs,3,6,AWAY_TEAM,MLB,2017,mlb
2017-07-27,San Diego Padres,New York Mets,7,5,HOME_TEAM,MLB,2017,mlb
2017-07-28,Philadelphia Phillies,Atlanta Braves,10,3,HOME_TEAM,MLB,2017,mlb
2017-07-28,New York Yankees,Tampa Bay Rays,6,1,HOME_TEAM,MLB,2017,mlb
2017-07-28,Toronto Blue Jays,Los Angeles Angels,2,7,AWAY_TEAM,MLB,2017,mlb
2017-07-28,Detroit Tigers,Houston Astros,5,6,AWAY_TEAM,MLB,2017,mlb
2017-07-28,Boston Red Sox,Kansas City Royals,2,4,AWAY_TEAM,MLB,2017,mlb
2017-07-28,Miami Marlins,Cincinnati Reds,7,4,HOME_TEAM,MLB,2017,mlb
2017-07-28,Texas Rangers,Baltimore Orioles,8,2,HOME_TEAM,MLB,2017,mlb
2017-07-28,Chicago White Sox,Cleveland Indians,3,9,AWAY_TEAM,MLB,2017,mlb
2017-07-28,Milwaukee Brewers,Chicago Cubs,2,1,HOME_TEAM,MLB,2017,mlb
2017-07-28,St. Louis Cardinals,Arizona Diamondbacks,1,0,HOME_TEAM,MLB,2017,mlb
2017-07-28,Oakland Athletics,Minnesota Twins,3,6,AWAY_TEAM,MLB,2017,mlb
2017-07-28,San Diego Padres,Pittsburgh Pirates,3,2,HOME_TEAM,MLB,2017,mlb
2017-07-28,Seattle Mariners,New York Mets,5,7,AWAY_TEAM,MLB,2017,mlb
2017-07-28,Los Angeles Dodgers,San Francisco Giants,6,4,HOME_TEAM,MLB,2017,mlb
2017-07-29,New York Yankees,Tampa Bay Rays,5,4,HOME_TEAM,MLB,2017,mlb
2017-07-29,Toronto Blue Jays,Los Angeles Angels,5,6,AWAY_TEAM,MLB,2017,mlb
2017-07-29,Los Angeles Dodgers,San Francisco Giants,2,1,HOME_TEAM,MLB,2017,mlb
2017-07-29,Seattle Mariners,New York Mets,3,2,HOME_TEAM,MLB,2017,mlb
2017-07-29,Detroit Tigers,Houston Astros,5,3,HOME_TEAM,MLB,2017,mlb
2017-07-29,Washington Nationals,Colorado Rockies,2,4,AWAY_TEAM,MLB,2017,mlb
2017-07-29,Philadelphia Phillies,Atlanta Braves,4,3,HOME_TEAM,MLB,2017,mlb
2017-07-29,Boston Red Sox,Kansas City Royals,9,8,HOME_TEAM,MLB,2017,mlb
2017-07-29,Chicago White Sox,Cleveland Indians,4,5,AWAY_TEAM,MLB,2017,mlb
2017-07-29,Miami Marlins,Cincinnati Reds,7,3,HOME_TEAM,MLB,2017,mlb
2017-07-29,Milwaukee Brewers,Chicago Cubs,1,2,AWAY_TEAM,MLB,2017,mlb
2017-07-29,St. Louis Cardinals,Arizona Diamondbacks,1,7,AWAY_TEAM,MLB,2017,mlb
2017-07-29,Texas Rangers,Baltimore Orioles,0,4,AWAY_TEAM,MLB,2017,mlb
2017-07-29,San Diego Padres,Pittsburgh Pirates,4,2,HOME_TEAM,MLB,2017,mlb
2017-07-29,Oakland Athletics,Minnesota Twins,5,4,HOME_TEAM,MLB,2017,mlb
2017-07-30,New York Yankees,Tampa Bay Rays,3,5,AWAY_TEAM,MLB,2017,mlb
2017-07-30,Toronto Blue Jays,Los Angeles Angels,11,10,HOME_TEAM,MLB,2017,mlb
2017-07-30,Detroit Tigers,Houston Astros,13,1,HOME_TEAM,MLB,2017,mlb
2017-07-30,Miami Marlins,Cincinnati Reds,4,6,AWAY_TEAM,MLB,2017,mlb
2017-07-30,Boston Red Sox,Kansas City Royals,3,5,AWAY_TEAM,MLB,2017,mlb
2017-07-30,Washington Nationals,Colorado Rockies,6,10,AWAY_TEAM,MLB,2017,mlb
2017-07-30,Washington Nationals,Colorado Rockies,3,1,HOME_TEAM,MLB,2017,mlb
2017-07-30,Philadelphia Phillies,Atlanta Braves,2,1,HOME_TEAM,MLB,2017,mlb
2017-07-30,Chicago White Sox,Cleveland Indians,3,1,HOME_TEAM,MLB,2017,mlb
2017-07-30,Milwaukee Brewers,Chicago Cubs,2,4,AWAY_TEAM,MLB,2017,mlb
2017-07-30,St. Louis Cardinals,Arizona Diamondbacks,3,2,HOME_TEAM,MLB,2017,mlb
2017-07-30,Texas Rangers,Baltimore Orioles,6,10,AWAY_TEAM,MLB,2017,mlb
2017-07-30,Oakland Athletics,Minnesota Twins,6,5,HOME_TEAM,MLB,2017,mlb
2017-07-30,Seattle Mariners,New York Mets,9,1,HOME_TEAM,MLB,2017,mlb
2017-07-30,San Diego Padres,Pittsburgh Pirates,1,7,AWAY_TEAM,MLB,2017,mlb
2017-07-30,Los Angeles Dodgers,San Francisco Giants,3,2,HOME_TEAM,MLB,2017,mlb
2017-07-31,Philadelphia Phillies,Atlanta Braves,7,6,HOME_TEAM,MLB,2017,mlb
2017-07-31,Baltimore Orioles,Kansas City Royals,2,1,HOME_TEAM,MLB,2017,mlb
2017-07-31,New York Yankees,Detroit Tigers,7,3,HOME_TEAM,MLB,2017,mlb
2017-07-31,Boston Red Sox,Cleveland Indians,6,2,HOME_TEAM,MLB,2017,mlb
2017-07-31,Miami Marlins,Washington Nationals,0,1,AWAY_TEAM,MLB,2017,mlb
2017-07-31,Texas Rangers,Seattle Mariners,4,6,AWAY_TEAM,MLB,2017,mlb
2017-07-31,Houston Astros,Tampa Bay Rays,14,7,HOME_TEAM,MLB,2017,mlb
2017-07-31,Chicago White Sox,Toronto Blue Jays,7,6,HOME_TEAM,MLB,2017,mlb
2017-07-31,Oakland Athletics,San Francisco Giants,8,5,HOME_TEAM,MLB,2017,mlb
2017-08-01,Baltimore Orioles,Kansas City Royals,7,2,HOME_TEAM,MLB,2017,mlb
2017-08-01,Pittsburgh Pirates,Cincinnati Reds,1,9,AWAY_TEAM,MLB,2017,mlb
2017-08-01,New York Yankees,Detroit Tigers,3,4,AWAY_TEAM,MLB,2017,mlb
2017-08-01,Boston Red Sox,Cleveland Indians,12,10,HOME_TEAM,MLB,2017,mlb
2017-08-01,Miami Marlins,Washington Nationals,7,6,HOME_TEAM,MLB,2017,mlb
2017-08-01,Atlanta Braves,Los Angeles Dodgers,2,3,AWAY_TEAM,MLB,2017,mlb
2017-08-01,Milwaukee Brewers,St. Louis Cardinals,3,2,HOME_TEAM,MLB,2017,mlb
2017-08-01,Chicago Cubs,Arizona Diamondbacks,16,4,HOME_TEAM,MLB,2017,mlb
2017-08-01,Texas Rangers,Seattle Mariners,7,8,AWAY_TEAM,MLB,2017,mlb
2017-08-01,Houston Astros,Tampa Bay Rays,4,6,AWAY_TEAM,MLB,2017,mlb
2017-08-01,Chicago White Sox,Toronto Blue Jays,4,8,AWAY_TEAM,MLB,2017,mlb
2017-08-01,Colorado Rockies,New York Mets,5,4,HOME_TEAM,MLB,2017,mlb
2017-08-01,Oakland Athletics,San Francisco Giants,4,10,AWAY_TEAM,MLB,2017,mlb
2017-08-01,Los Angeles Angels,Philadelphia Phillies,7,1,HOME_TEAM,MLB,2017,mlb
2017-08-01,San Diego Padres,Minnesota Twins,3,0,HOME_TEAM,MLB,2017,mlb
2017-08-02,New York Yankees,Detroit Tigers,0,2,AWAY_TEAM,MLB,2017,mlb
2017-08-02,Chicago White Sox,Toronto Blue Jays,1,5,AWAY_TEAM,MLB,2017,mlb
2017-08-02,San Diego Padres,Minnesota Twins,2,5,AWAY_TEAM,MLB,2017,mlb
2017-08-02,Baltimore Orioles,Kansas City Royals,6,0,HOME_TEAM,MLB,2017,mlb
2017-08-02,Pittsburgh Pirates,Cincinnati Reds,2,5,AWAY_TEAM,MLB,2017,mlb
2017-08-02,Miami Marlins,Washington Nationals,7,0,HOME_TEAM,MLB,2017,mlb
2017-08-02,Atlanta Braves,Los Angeles Dodgers,5,3,HOME_TEAM,MLB,2017,mlb
2017-08-02,Chicago Cubs,Arizona Diamondbacks,0,3,AWAY_TEAM,MLB,2017,mlb
2017-08-02,Texas Rangers,Seattle Mariners,5,1,HOME_TEAM,MLB,2017,mlb
2017-08-02,Houston Astros,Tampa Bay Rays,0,3,AWAY_TEAM,MLB,2017,mlb
2017-08-02,Milwaukee Brewers,St. Louis Cardinals,4,5,AWAY_TEAM,MLB,2017,mlb
2017-08-02,Colorado Rockies,New York Mets,5,10,AWAY_TEAM,MLB,2017,mlb
2017-08-02,Los Angeles Angels,Philadelphia Phillies,7,0,HOME_TEAM,MLB,2017,mlb
2017-08-02,San Francisco Giants,Oakland Athletics,1,6,AWAY_TEAM,MLB,2017,mlb
2017-08-03,Milwaukee Brewers,St. Louis Cardinals,2,1,HOME_TEAM,MLB,2017,mlb
2017-08-03,Chicago Cubs,Arizona Diamondbacks,8,10,AWAY_TEAM,MLB,2017,mlb
2017-08-03,Colorado Rockies,New York Mets,5,4,HOME_TEAM,MLB,2017,mlb
2017-08-03,Baltimore Orioles,Detroit Tigers,5,7,AWAY_TEAM,MLB,2017,mlb
2017-08-03,Pittsburgh Pirates,Cincinnati Reds,6,0,HOME_TEAM,MLB,2017,mlb
2017-08-03,Boston Red Sox,Chicago White Sox,9,5,HOME_TEAM,MLB,2017,mlb
2017-08-03,Cleveland Indians,New York Yankees,5,1,HOME_TEAM,MLB,2017,mlb
2017-08-03,Atlanta Braves,Los Angeles Dodgers,4,7,AWAY_TEAM,MLB,2017,mlb
2017-08-03,Houston Astros,Tampa Bay Rays,3,5,AWAY_TEAM,MLB,2017,mlb
2017-08-03,Minnesota Twins,Texas Rangers,1,4,AWAY_TEAM,MLB,2017,mlb
2017-08-03,Kansas City Royals,Seattle Mariners,6,4,HOME_TEAM,MLB,2017,mlb
2017-08-03,Los Angeles Angels,Philadelphia Phillies,5,4,HOME_TEAM,MLB,2017,mlb
2017-08-03,San Francisco Giants,Oakland Athletics,11,2,HOME_TEAM,MLB,2017,mlb
2017-08-04,Chicago Cubs,Washington Nationals,2,4,AWAY_TEAM,MLB,2017,mlb
2017-08-04,Cincinnati Reds,St. Louis Cardinals,3,2,HOME_TEAM,MLB,2017,mlb
2017-08-04,Baltimore Orioles,Detroit Tigers,2,5,AWAY_TEAM,MLB,2017,mlb
2017-08-04,Pittsburgh Pirates,San Diego Padres,10,6,HOME_TEAM,MLB,2017,mlb
2017-08-04,New York Mets,Los Angeles Dodgers,0,6,AWAY_TEAM,MLB,2017,mlb
2017-08-04,Boston Red Sox,Chicago White Sox,3,2,HOME_TEAM,MLB,2017,mlb
2017-08-04,Cleveland Indians,New York Yankees,7,2,HOME_TEAM,MLB,2017,mlb
2017-08-04,Tampa Bay Rays,Milwaukee Brewers,0,2,AWAY_TEAM,MLB,2017,mlb
2017-08-04,Atlanta Braves,Miami Marlins,5,3,HOME_TEAM,MLB,2017,mlb
2017-08-04,Houston Astros,Toronto Blue Jays,16,7,HOME_TEAM,MLB,2017,mlb
2017-08-04,Minnesota Twins,Texas Rangers,8,4,HOME_TEAM,MLB,2017,mlb
2017-08-04,Kansas City Royals,Seattle Mariners,2,5,AWAY_TEAM,MLB,2017,mlb
2017-08-04,Colorado Rockies,Philadelphia Phillies,4,3,HOME_TEAM,MLB,2017,mlb
2017-08-04,Los Angeles Angels,Oakland Athletics,8,6,HOME_TEAM,MLB,2017,mlb
2017-08-04,San Francisco Giants,Arizona Diamondbacks,1,2,AWAY_TEAM,MLB,2017,mlb
2017-08-05,Chicago Cubs,Washington Nationals,7,4,HOME_TEAM,MLB,2017,mlb
2017-08-05,New York Mets,Los Angeles Dodgers,4,7,AWAY_TEAM,MLB,2017,mlb
2017-08-05,Tampa Bay Rays,Milwaukee Brewers,0,3,AWAY_TEAM,MLB,2017,mlb
2017-08-05,Baltimore Orioles,Detroit Tigers,5,2,HOME_TEAM,MLB,2017,mlb
2017-08-05,Pittsburgh Pirates,San Diego Padres,2,5,AWAY_TEAM,MLB,2017,mlb
2017-08-05,Cincinnati Reds,St. Louis Cardinals,1,4,AWAY_TEAM,MLB,2017,mlb
2017-08-05,Houston Astros,Toronto Blue Jays,3,4,AWAY_TEAM,MLB,2017,mlb
2017-08-05,Minnesota Twins,Texas Rangers,1,4,AWAY_TEAM,MLB,2017,mlb
2017-08-05,Boston Red Sox,Chicago White Sox,4,1,HOME_TEAM,MLB,2017,mlb
2017-08-05,Atlanta Braves,Miami Marlins,7,2,HOME_TEAM,MLB,2017,mlb
2017-08-05,Cleveland Indians,New York Yankees,1,2,AWAY_TEAM,MLB,2017,mlb
2017-08-05,Colorado Rockies,Philadelphia Phillies,8,5,HOME_TEAM,MLB,2017,mlb
2017-08-05,San Francisco Giants,Arizona Diamondbacks,5,4,HOME_TEAM,MLB,2017,mlb
2017-08-05,Los Angeles Angels,Oakland Athletics,0,5,AWAY_TEAM,MLB,2017,mlb
2017-08-06,Cincinnati Reds,St. Louis Cardinals,4,13,AWAY_TEAM,MLB,2017,mlb
2017-08-06,Cleveland Indians,New York Yankees,1,8,AWAY_TEAM,MLB,2017,mlb
2017-08-06,Tampa Bay Rays,Milwaukee Brewers,2,1,HOME_TEAM,MLB,2017,mlb
2017-08-06,Baltimore Orioles,Detroit Tigers,12,3,HOME_TEAM,MLB,2017,mlb
2017-08-06,Pittsburgh Pirates,San Diego Padres,5,4,HOME_TEAM,MLB,2017,mlb
2017-08-06,Boston Red Sox,Chicago White Sox,6,3,HOME_TEAM,MLB,2017,mlb
2017-08-06,Atlanta Braves,Miami Marlins,1,4,AWAY_TEAM,MLB,2017,mlb
2017-08-06,Houston Astros,Toronto Blue Jays,7,6,HOME_TEAM,MLB,2017,mlb
2017-08-06,Minnesota Twins,Texas Rangers,6,5,HOME_TEAM,MLB,2017,mlb
2017-08-06,Kansas City Royals,Seattle Mariners,7,8,AWAY_TEAM,MLB,2017,mlb
2017-08-06,Kansas City Royals,Seattle Mariners,9,1,HOME_TEAM,MLB,2017,mlb
2017-08-06,Chicago Cubs,Washington Nationals,4,9,AWAY_TEAM,MLB,2017,mlb
2017-08-06,Colorado Rockies,Philadelphia Phillies,2,3,AWAY_TEAM,MLB,2017,mlb
2017-08-06,Los Angeles Angels,Oakland Athletics,10,11,AWAY_TEAM,MLB,2017,mlb
2017-08-06,San Francisco Giants,Arizona Diamondbacks,6,3,HOME_TEAM,MLB,2017,mlb
2017-08-06,New York Mets,Los Angeles Dodgers,0,8,AWAY_TEAM,MLB,2017,mlb
2017-08-07,Pittsburgh Pirates,Detroit Tigers,3,0,HOME_TEAM,MLB,2017,mlb
2017-08-07,Washington Nationals,Miami Marlins,3,2,HOME_TEAM,MLB,2017,mlb
2017-08-07,Cincinnati Reds,San Diego Padres,11,3,HOME_TEAM,MLB,2017,mlb
2017-08-07,Minnesota Twins,Milwaukee Brewers,5,4,HOME_TEAM,MLB,2017,mlb
2017-08-07,Kansas City Royals,St. Louis Cardinals,3,11,AWAY_TEAM,MLB,2017,mlb
2017-08-07,Los Angeles Angels,Baltimore Orioles,2,6,AWAY_TEAM,MLB,2017,mlb
2017-08-07,San Francisco Giants,Chicago Cubs,3,5,AWAY_TEAM,MLB,2017,mlb
2017-08-08,Pittsburgh Pirates,Detroit Tigers,6,3,HOME_TEAM,MLB,2017,mlb
2017-08-08,Washington Nationals,Miami Marlins,3,7,AWAY_TEAM,MLB,2017,mlb
2017-08-08,Toronto Blue Jays,New York Yankees,4,2,HOME_TEAM,MLB,2017,mlb
2017-08-08,Cleveland Indians,Colorado Rockies,4,1,HOME_TEAM,MLB,2017,mlb
2017-08-08,Cincinnati Reds,San Diego Padres,3,7,AWAY_TEAM,MLB,2017,mlb
2017-08-08,Tampa Bay Rays,Boston Red Sox,0,2,AWAY_TEAM,MLB,2017,mlb
2017-08-08,New York Mets,Texas Rangers,5,4,HOME_TEAM,MLB,2017,mlb
2017-08-08,Atlanta Braves,Philadelphia Phillies,2,5,AWAY_TEAM,MLB,2017,mlb
2017-08-08,Chicago White Sox,Houston Astros,8,5,HOME_TEAM,MLB,2017,mlb
2017-08-08,Minnesota Twins,Milwaukee Brewers,11,4,HOME_TEAM,MLB,2017,mlb
2017-08-08,Kansas City Royals,St. Louis Cardinals,3,10,AWAY_TEAM,MLB,2017,mlb
2017-08-08,Arizona Diamondbacks,Los Angeles Dodgers,6,3,HOME_TEAM,MLB,2017,mlb
2017-08-08,Oakland Athletics,Seattle Mariners,6,7,AWAY_TEAM,MLB,2017,mlb
2017-08-08,Los Angeles Angels,Baltimore Orioles,3,2,HOME_TEAM,MLB,2017,mlb
2017-08-08,San Francisco Giants,Chicago Cubs,6,3,HOME_TEAM,MLB,2017,mlb
2017-08-09,Cleveland Indians,Colorado Rockies,2,3,AWAY_TEAM,MLB,2017,mlb
2017-08-09,New York Mets,Texas Rangers,1,5,AWAY_TEAM,MLB,2017,mlb
2017-08-09,Oakland Athletics,Seattle Mariners,3,6,AWAY_TEAM,MLB,2017,mlb
2017-08-09,Los Angeles Angels,Baltimore Orioles,5,1,HOME_TEAM,MLB,2017,mlb
2017-08-09,San Francisco Giants,Chicago Cubs,3,1,HOME_TEAM,MLB,2017,mlb
2017-08-09,Washington Nationals,Miami Marlins,10,1,HOME_TEAM,MLB,2017,mlb
2017-08-09,Toronto Blue Jays,New York Yankees,5,11,AWAY_TEAM,MLB,2017,mlb
2017-08-09,Detroit Tigers,Pittsburgh Pirates,10,0,HOME_TEAM,MLB,2017,mlb
2017-08-09,Cincinnati Reds,San Diego Padres,8,3,HOME_TEAM,MLB,2017,mlb
2017-08-09,Tampa Bay Rays,Boston Red Sox,2,8,AWAY_TEAM,MLB,2017,mlb
2017-08-09,Atlanta Braves,Philadelphia Phillies,2,3,AWAY_TEAM,MLB,2017,mlb
2017-08-09,Chicago White Sox,Houston Astros,7,1,HOME_TEAM,MLB,2017,mlb
2017-08-09,Milwaukee Brewers,Minnesota Twins,0,4,AWAY_TEAM,MLB,2017,mlb
2017-08-09,St. Louis Cardinals,Kansas City Royals,8,5,HOME_TEAM,MLB,2017,mlb
2017-08-09,Arizona Diamondbacks,Los Angeles Dodgers,2,3,AWAY_TEAM,MLB,2017,mlb
2017-08-10,Cincinnati Reds,San Diego Padres,10,3,HOME_TEAM,MLB,2017,mlb
2017-08-10,Detroit Tigers,Pittsburgh Pirates,5,7,AWAY_TEAM,MLB,2017,mlb
2017-08-10,Philadelphia Phillies,New York Mets,0,10,AWAY_TEAM,MLB,2017,mlb
2017-08-10,Washington Nationals,Miami Marlins,3,2,HOME_TEAM,MLB,2017,mlb
2017-08-10,Toronto Blue Jays,New York Yankees,4,0,HOME_TEAM,MLB,2017,mlb
2017-08-10,Tampa Bay Rays,Cleveland Indians,4,1,HOME_TEAM,MLB,2017,mlb
2017-08-10,St. Louis Cardinals,Kansas City Royals,8,6,HOME_TEAM,MLB,2017,mlb
2017-08-10,Chicago White Sox,Houston Astros,3,2,HOME_TEAM,MLB,2017,mlb
2017-08-10,Milwaukee Brewers,Minnesota Twins,2,7,AWAY_TEAM,MLB,2017,mlb
2017-08-10,Arizona Diamondbacks,Los Angeles Dodgers,6,8,AWAY_TEAM,MLB,2017,mlb
2017-08-10,Oakland Athletics,Baltimore Orioles,2,7,AWAY_TEAM,MLB,2017,mlb
2017-08-10,Seattle Mariners,Los Angeles Angels,3,6,AWAY_TEAM,MLB,2017,mlb
2017-08-11,Philadelphia Phillies,New York Mets,6,7,AWAY_TEAM,MLB,2017,mlb
2017-08-11,New York Yankees,Boston Red Sox,5,4,HOME_TEAM,MLB,2017,mlb
2017-08-11,Toronto Blue Jays,Pittsburgh Pirates,2,4,AWAY_TEAM,MLB,2017,mlb
2017-08-11,Tampa Bay Rays,Cleveland Indians,0,5,AWAY_TEAM,MLB,2017,mlb
2017-08-11,Detroit Tigers,Minnesota Twins,4,9,AWAY_TEAM,MLB,2017,mlb
2017-08-11,Miami Marlins,Colorado Rockies,6,3,HOME_TEAM,MLB,2017,mlb
2017-08-11,Texas Rangers,Houston Astros,6,4,HOME_TEAM,MLB,2017,mlb
2017-08-11,Chicago White Sox,Kansas City Royals,6,3,HOME_TEAM,MLB,2017,mlb
2017-08-11,Milwaukee Brewers,Cincinnati Reds,10,11,AWAY_TEAM,MLB,2017,mlb
2017-08-11,St. Louis Cardinals,Atlanta Braves,8,5,HOME_TEAM,MLB,2017,mlb
2017-08-11,Arizona Diamondbacks,Chicago Cubs,3,8,AWAY_TEAM,MLB,2017,mlb
2017-08-11,Oakland Athletics,Baltimore Orioles,5,4,HOME_TEAM,MLB,2017,mlb
2017-08-11,Los Angeles Dodgers,San Diego Padres,3,4,AWAY_TEAM,MLB,2017,mlb
2017-08-11,Seattle Mariners,Los Angeles Angels,5,6,AWAY_TEAM,MLB,2017,mlb
2017-08-12,Toronto Blue Jays,Pittsburgh Pirates,7,2,HOME_TEAM,MLB,2017,mlb
2017-08-12,New York Yankees,Boston Red Sox,5,10,AWAY_TEAM,MLB,2017,mlb
2017-08-12,Tampa Bay Rays,Cleveland Indians,0,3,AWAY_TEAM,MLB,2017,mlb
2017-08-12,Detroit Tigers,Minnesota Twins,12,11,HOME_TEAM,MLB,2017,mlb
2017-08-12,Washington Nationals,San Francisco Giants,3,1,HOME_TEAM,MLB,2017,mlb
2017-08-12,Philadelphia Phillies,New York Mets,3,1,HOME_TEAM,MLB,2017,mlb
2017-08-12,Chicago White Sox,Kansas City Royals,4,5,AWAY_TEAM,MLB,2017,mlb
2017-08-12,Miami Marlins,Colorado Rockies,4,3,HOME_TEAM,MLB,2017,mlb
2017-08-12,Milwaukee Brewers,Cincinnati Reds,6,5,HOME_TEAM,MLB,2017,mlb
2017-08-12,St. Louis Cardinals,Atlanta Braves,6,5,HOME_TEAM,MLB,2017,mlb
2017-08-12,Texas Rangers,Houston Astros,8,3,HOME_TEAM,MLB,2017,mlb
2017-08-12,Arizona Diamondbacks,Chicago Cubs,6,2,HOME_TEAM,MLB,2017,mlb
2017-08-12,Oakland Athletics,Baltimore Orioles,5,12,AWAY_TEAM,MLB,2017,mlb
2017-08-12,Los Angeles Dodgers,San Diego Padres,6,3,HOME_TEAM,MLB,2017,mlb
2017-08-12,Seattle Mariners,Los Angeles Angels,3,6,AWAY_TEAM,MLB,2017,mlb
2017-08-13,Washington Nationals,San Francisco Giants,2,4,AWAY_TEAM,MLB,2017,mlb
2017-08-13,Washington Nationals,San Francisco Giants,6,2,HOME_TEAM,MLB,2017,mlb
2017-08-13,Toronto Blue Jays,Pittsburgh Pirates,7,1,HOME_TEAM,MLB,2017,mlb
2017-08-13,Tampa Bay Rays,Cleveland Indians,3,4,AWAY_TEAM,MLB,2017,mlb
2017-08-13,Detroit Tigers,Minnesota Twins,4,6,AWAY_TEAM,MLB,2017,mlb
2017-08-13,Miami Marlins,Colorado Rockies,5,3,HOME_TEAM,MLB,2017,mlb
2017-08-13,Philadelphia Phillies,New York Mets,2,6,AWAY_TEAM,MLB,2017,mlb
2017-08-13,Chicago White Sox,Kansas City Royals,6,14,AWAY_TEAM,MLB,2017,mlb
2017-08-13,Milwaukee Brewers,Cincinnati Reds,7,4,HOME_TEAM,MLB,2017,mlb
2017-08-13,St. Louis Cardinals,Atlanta Braves,3,6,AWAY_TEAM,MLB,2017,mlb
2017-08-13,Texas Rangers,Houston Astros,1,2,AWAY_TEAM,MLB,2017,mlb
2017-08-13,Oakland Athletics,Baltimore Orioles,9,3,HOME_TEAM,MLB,2017,mlb
2017-08-13,Arizona Diamondbacks,Chicago Cubs,2,7,AWAY_TEAM,MLB,2017,mlb
2017-08-13,Los Angeles Dodgers,San Diego Padres,6,4,HOME_TEAM,MLB,2017,mlb
2017-08-13,Seattle Mariners,Los Angeles Angels,2,4,AWAY_TEAM,MLB,2017,mlb
2017-08-13,New York Yankees,Boston Red Sox,2,3,AWAY_TEAM,MLB,2017,mlb
2017-08-14,Boston Red Sox,Cleveland Indians,3,7,AWAY_TEAM,MLB,2017,mlb
2017-08-14,New York Yankees,New York Mets,4,2,HOME_TEAM,MLB,2017,mlb
2017-08-14,Toronto Blue Jays,Tampa Bay Rays,2,1,HOME_TEAM,MLB,2017,mlb
2017-08-14,Miami Marlins,San Francisco Giants,8,3,HOME_TEAM,MLB,2017,mlb
2017-08-14,Chicago Cubs,Cincinnati Reds,15,5,HOME_TEAM,MLB,2017,mlb
2017-08-14,Texas Rangers,Detroit Tigers,6,2,HOME_TEAM,MLB,2017,mlb
2017-08-14,Colorado Rockies,Atlanta Braves,3,0,HOME_TEAM,MLB,2017,mlb
2017-08-14,Arizona Diamondbacks,Houston Astros,2,0,HOME_TEAM,MLB,2017,mlb
2017-08-14,Oakland Athletics,Kansas City Royals,2,6,AWAY_TEAM,MLB,2017,mlb
2017-08-14,Seattle Mariners,Baltimore Orioles,3,11,AWAY_TEAM,MLB,2017,mlb
2017-08-14,San Diego Padres,Philadelphia Phillies,7,4,HOME_TEAM,MLB,2017,mlb
2017-08-15,Arizona Diamondbacks,Houston Astros,4,9,AWAY_TEAM,MLB,2017,mlb
2017-08-15,Washington Nationals,Los Angeles Angels,3,1,HOME_TEAM,MLB,2017,mlb
2017-08-15,New York Yankees,New York Mets,5,4,HOME_TEAM,MLB,2017,mlb
2017-08-15,Toronto Blue Jays,Tampa Bay Rays,4,6,AWAY_TEAM,MLB,2017,mlb
2017-08-15,Boston Red Sox,St. Louis Cardinals,10,4,HOME_TEAM,MLB,2017,mlb
2017-08-15,Miami Marlins,San Francisco Giants,4,9,AWAY_TEAM,MLB,2017,mlb
2017-08-15,Milwaukee Brewers,Pittsburgh Pirates,3,1,HOME_TEAM,MLB,2017,mlb
2017-08-15,Chicago Cubs,Cincinnati Reds,1,2,AWAY_TEAM,MLB,2017,mlb
2017-08-15,Texas Rangers,Detroit Tigers,10,4,HOME_TEAM,MLB,2017,mlb
2017-08-15,Minnesota Twins,Cleveland Indians,1,8,AWAY_TEAM,MLB,2017,mlb
2017-08-15,Colorado Rockies,Atlanta Braves,3,4,AWAY_TEAM,MLB,2017,mlb
2017-08-15,Oakland Athletics,Kansas City Royals,10,8,HOME_TEAM,MLB,2017,mlb
2017-08-15,Seattle Mariners,Baltimore Orioles,3,1,HOME_TEAM,MLB,2017,mlb
2017-08-15,San Diego Padres,Philadelphia Phillies,8,4,HOME_TEAM,MLB,2017,mlb
2017-08-15,Los Angeles Dodgers,Chicago White Sox,6,1,HOME_TEAM,MLB,2017,mlb
2017-08-16,Washington Nationals,Los Angeles Angels,2,3,AWAY_TEAM,MLB,2017,mlb
2017-08-16,Miami Marlins,San Francisco Giants,8,1,HOME_TEAM,MLB,2017,mlb
2017-08-16,Milwaukee Brewers,Pittsburgh Pirates,7,6,HOME_TEAM,MLB,2017,mlb
2017-08-16,Oakland Athletics,Kansas City Royals,6,7,AWAY_TEAM,MLB,2017,mlb
2017-08-16,Seattle Mariners,Baltimore Orioles,7,6,HOME_TEAM,MLB,2017,mlb
2017-08-16,San Diego Padres,Philadelphia Phillies,3,0,HOME_TEAM,MLB,2017,mlb
